,text,sentiment
2467,announcement extra baggage find empty bin aisle back baggage seat row agents argueing,0
2468,bags arrived sure miss customer focused days used fly continentalair heres hoping united wakes,0
2469,total bshave st class seats connecting flight crew late flight miss connection next plane yet u dont honor,0
2470,much info share via tweet please send name contact info happy supply images cs rep names,0
2471,lack customer service astounds worst airline history airlines train staff,0
2472,extremely disappointed flight united left crew pssgrs stranded rain gate cover left psngrs depart plane,0
2473,besides landing plane overall customer service experience poor late flight rude workers plus missing luggage,0
2474,calling global services help desk via phone,1
2475,final pls dont let connection leave conf npbhd,1
2476,united shitty fucking information,0
2477,youre good thank,2
2478,much ski bag cost check bag contains pair skis one pair poles,1
2479,wasnt frustrating well way relate flightd yall anyway impressed made,2
2480,thanks,1
2481,got wouldnt let log email thx heres hoping dtwase without issue today,1
2482,oh wifi router top fuselage,2
2483,sfogtaus ua isjx seat appears mite problem dr recently confirmed bug bites mites,0
2484,come reopen ord clear growing dc backlog,0
2485,customer service hr delay coupon redeemed website higher prices expedia call wait time mins,0
2486,im strongly considering taking business elsewhere unitedairlines,0
2487,website wont allow post required document keep getting technical difficulties,0
2488,lounge heathrow used airnzusa,1
2489,really needs start upgrading planes tvs amp inflight wifi currently unavailable unitedairlines,0
2490,digging new mileage earning plan would earn miles changes award ticket prices,0
2491,outsourcing ticket gate agents mia ill advised roc service went downhill keep employees fliers first,0
2492,hung customer service waiting min holdguess vacations happening website wasnt working,0
2493,bad idea let people back terminal food vouchers allow minutes get anything long lines ua,0
2494,whats going mileage plus accounts login username email least three days,0
2495,incentive give another chance,0
2496,dad booked orbitz due weather cant make airport help,1
2497,finally get right response united must check issue ua ewr puj friday,0
2498,begin newarklondon heathrow route may panynj boeingairplanes froschtravel,1
2499,baldordash rebookedarrived hours late flightr last year hrs san diego inflight entertainment,0
2500,lost bag huston leave bahamas cruise today nola buy new stuff customer service non existent,0
2501,site errored last step changing award cant even pull reservation minute wait time thanks united,0
2502,get nd chance today fly adam lets see redeem last horrendous trip states,0
2503,impressed far app thats worth damn sms updates flight,2
2504,last minute flight deals cute little frequentflyer friday flight cancelled flightled,1
2505,worst customer service experience ever united airlines,0
2506,airlines st amp time ever fly airline disgrace jimtrotternfl shouldve listened tweet horrible,0
2507,diverged burlington vermont sucks,0
2508,officially inefficient boarding procedure reason take mins board plane,0
2509,hours sitting plane hasnt left gate yet hours actual flying left,0
2510,sent details customer care link sent almost month ago response,0
2511,terrible service military members families ridiculous unitedairlines,0
2512,hi question future flight booking problems dubjac jaclax laxdub im g checked bag allowance jaclax,1
2513,flight cancelled flighted im needing help reflight booking problems,0
2514,surprised took mins never experienced anything like k number,0
2515,n taxies bhxofficial departing ua newark liberty airport,1
2516,im afraid fly service every week im unhappyspend much money unhappy,0
2517,thank daughters th bd party wproj weather cond doesnt look promising please assist earlier flts cmh,2
2518,youre going cancelled flight flights today everyone favor get dont stall inevitable,0
2519,planes waiting gate two hours passengers onboard cramped seats yuck,0
2520,flight ua got delayed hours due mechanical issuecould use free drink make inconvenience,0
2521,cell phone record needs checked see conversed trust faa handle better,0
2522,wireless epic fail greedy piggy worst,0
2523,inspected picture routine aircraft check cell phone faa amp nyt say,0
2524,airserv contractors arent worth wet damn min late flight still done w bags ua made checkin calamity,0
2525,never fly terrible service ruined entire vacation lostsuitcase noreimbursement,0
2526,web app wont let upgrade seats call center wait time minutes plus want get legroom pita,0
2527,characters cover reasons im afraid,0
2528,busy cell phone,0
2529,really fill form flight experience sent email k email address,0
2530,left gate minutes early thoughts doesnt count sit tarmac half hour comeonpeople,0
2531,kudos capt herman relayed chief pilot emailing someone,2
2532,flight departing website says delayed due operational difficultieswhat mean,0
2533,teach gate agents lie learn overhead space bag didnt check,0
2534,first officer ua checking prior departure ewr yesterday cell safety,1
2535,booked lh via ua however gate rebooked late flightr lh flight flight didnt earn pqd get,0
2536,coupled selfservice policiescost cutting exacerbates noted issues,0
2537,appreciate immediate offer suspect longterm issuenot simple fix also skibootbag policy awkward best,0
2538,isnt simple issue generally set check inbaggage policies logan general unhelpfulness employees early,0
2539,terrible illogical reroute cancelled flightled connection made pay check bag lost bag ual,0
2540,already follow one number agents rebooked went ugh,0
2541,good job cle tpa schedule inches snow,2
2542,never fails delayed flights,0
2543,yes people also,0
2544,elp friendly flyerfriendly united emb elpaso,2
2545,booked first class curbside delivery hours im counting teamusa,0
2546,lets email boarding pass,1
2547,addair hope dont miss connection help reflight booking problems please follow us amp dm confirmation cpdone thx,1
2548,ridiculous ua delayed hours counting booked diff airline takes seriously unitedsucks,0
2549,provide voucher one customers tweet day long earnedmybusiness,2
2550,msp w employees trying check several hundred line crazy might miss plane sure thank employees,0
2551,stellar customer service earned business attention detail,2
2552,service staff great usual cleanliness smells bit much ill back satisfied traveler,2
2553,arrives lax,1
2554,ua lax den scheduled land lax please rebook denver best flight,0
2555,first class passenger pay inflight wifi,0
2556,united youve upgraded hour international flight forgive thank,2
2557,flight bgm cancelled flightled last night get hotel voucher pay cab back worse cab experience ever,0
2558,first flight iah iad delayedbecause one hooked ground power plane get together folks,0
2559,ua way plane loses software believe decided upgrade,0
2560,already missed connection ua,0
2561,typically get problem fixed crew expires delay turns cancelled flight,0
2562,ua delayed get charged late flight say oh well,0
2563,trying go far away kingscollegelondon possible charity today would help us jailbreak rag,1
2564,friend stuck bus runway pek two small kids customer service explanation kids crying awful service,0
2565,yes food add gluten free options youre,2
2566,u guys suck ill never fly u ur supervisors suck,0
2567,flight new york love quality planes united wtf crappy aviation newyork,0
2568,paigeworthy page united values tweet bc rare receive tweets complimenting servicemost fake,1
2569,yes keep getting robotic answer,0
2570,thank great flight gfc cheers,2
2571,bad customer service nyc weeks ago thinking moving,0
2572,danahajek uniteds ceo decided outsource push skilled loyal employeeslack staff,0
2573,mean employees really nice literally sobbed,0
2574,danahajek means say many complaints today week month cant respond bc shes alone,0
2575,flying home event tomorrow pushed back flight ticket wont get home time,0
2576,held plane made,2
2577,delayed departure hrs wait passengers another flight late flight unacceptable,0
2578,ok sent u info via dm appreciate help consideration,2
2579,flight chicago houston hours pretzels peanuts seriously passed,0
2580,nice early back home,2
2581,hope,2
2582,tag bags airport hoping would actually arrive heres hoping arrive,0
2583,ill make sure hes done thanks help huge race trying make sure goes smoothly peace,2
2584,planned book additional flights tonight hrs working one trip im worn enoughisenough,0
2585,much help disappointed customer service,0
2586,youd love see girls inspired becoming pilots rt free woaw event march abq,1
2587,system hold mins mia tells going charge flight booking problems fee customer service,0
2588,took screenshot emailed lets dm figure,1
2589,wont wedding irreplaceable milestone theres reflight booking problems repaid,0
2590,brothers luggage lost copa airlines flight hes competing sunday panamerican cross country cup please help,0
2591,fill yes thanks bringyourown kleankanteen,2
2592,last flight day less driving hours aspen thru snowstorm thx teams lack customer empathy,0
2593,brothers baggage lost route panamerican cross country cup championship columbia race sunday please help,0
2594,yes plenty seats available vicky thomas refuse give one million mile flyer,0
2595,funny flights yesterday delayed mechanical issues rotten luck get planes row issues,0
2596,would nice earlier today late flight hope,0
2597,waiting mins counting get global servicessomething going,0
2598,still trying get home,0
2599,also atgate monitor showed empty seats,0
2600,reservations desk told said plenty seats,0
2601,exasperating im difficult time flight booking problems error message says youre undergoing maintenance really,0
2602,flight attendant extremely helpful woman hard time walking touching,2
2603,scvpools please call,1
2604,laxm make happen please else cruise luggage tomorrow,0
2605,make connection stellar employee vicky thomas refused board even though empty seats plane,0
2606,course start trip wks ago gone downhill return,0
2607,u dont,0
2608,much longer take guitar royal commission,0
2609,voucher expires next week get extension expires,1
2610,sure different texts changing time amp gate especially locations across entire concourse seemed little,0
2611,know would awesome providing us complimentary entertainment flights especially longer hours,1
2612,dm sent thanks,2
2613,late flight future flights train staff better handle emergency situations ground staff customer service,0
2614,san diego chicago leaving tomorrow,1
2615,stuck airport hours standbys cuz pilot showed late flight pjs amp missed connectin flight pjs tell u nyfw,0
2616,brian sfo customer service deserves raise gave extra meal voucher good joke cheer flight delay ftw,2
2617,thank nice evening,2
2618,wait ill lose flight frustrating,0
2619,certainly,0
2620,available online cant figure guarantee flight,1
2621,trying book flight wmiles hold gave need get flight using two diff pay tix,0
2622,thanks took care called,2
2623,thats tweet u choose answer tell youre liable youretheworst neveragain,0
2624,youre reason houston nyc tonight took plane hour take explanations sorry,0
2625,awesome thank much help,2
2626,need follow dm give info,1
2627,airlines agents arguing check bag announcement looked room seat gave walked back seat unnecessary,0
2628,yea saw im moving china bags pay whatever wanted make sure ok bring many,1
2629,change name united incompetence flight monday take hour drive get flight,0
2630,even mentioning rude customer service us business owner id mortified employees acted,0
2631,kept watching safety video first time forever nice job,2
2632,time respond everyone elses complaints mine lost customer,0
2633,thanks lea chicago office help switching cancelled flighted flights,2
2634,likely makes sound like idea want flights please use facts thanks,0
2635,tell something dont knownot keepingit weaktea,0
2636,wait time baggage question minutes thats crazy limit amount bags bring internationally,0
2637,leighemery dont like hear anything help thanks ey another empty offer help,0
2638,im try upgrade seats first class wait time phone minutes help,0
2639,ua coshared flight w ana unable check hrs prior,0
2640,never flying guys ever customer service piss poor best,0
2641,hour flight turns ordealsigh,0
2642,luggages group luggages lost,0
2643,assistance attitude staff matter airport,0
2644,sure follow sec,1
2645,thank much help birthday trip tickets confirmed,2
2646,airlines flight ua need make ua u hold plane us,1
2647,thank,2
2648,hear guitar damaged december use guitar earn living get act together,0
2649,hold minutes talking one employees asked name id hung face,0
2650,hope ive received help far ive hold hour someone speak,0
2651,tried flight options per weblink non available next days frustrating notgoodenough poorservice,0
2652,asked dm ignore please assist changing another flight today feb fra mco avoiding iad,0
2653,stay business poor service poorservice notgoodenough,0
2654,airline refuse canadian passport less months remaining validity going us,1
2655,time arrive airport domestic flight san diego,1
2656,taxing ord flyohare airlinegeeks avgeek,1
2657,sent dm existing reservation one responded,0
2658,going service desk see options,1
2659,miss continental days,0
2660,next time bag underweight guys credit take business airline cares,0
2661,wasnt full plenty time go gate check plus status gotten,0
2662,staff refuse let earlier flight citing checked bag,0
2663,thanks nothing next time ill bring whole extra suitcase extra pound makes sense right,0
2664,first lost bags cancelled flight flight home min wait talk somebody poorservice notgoodenough,0
2665,great landing denver next rapid city snow starting fallflorida everglades faint sunburn awayhere comes cold,2
2666,looking forward flying guys well,2
2667,flight arrive early delayed due gate available min late flight tarmac,0
2668,flight landed min told stay plane havent pulled gate amp little information,0
2669,love hate relationship days youre good others terribly awful saddening,1
2670,better customer service john wayne airport,0
2671,bag finally delivered intact thanks assistance,2
2672,passengers seated crew ready wheresthepilot flt ord hope isnt bar,0
2673,booked tix month ago cheaper customer service useless whats,0
2674,ua still taking pm im stuck tarmac ua waiting get,0
2675,youre right good caught mechanical failure bad blankets ok,0
2676,sitting ua getting delayed operations cant find captain ridiculous united,0
2677,truly worst day flying ever experienced,0
2678,guys made day treated well thank,2
2679,stuck houston cant seem get plane destination time perfect flying conditions,0
2680,phone customer service team bad think time consider switching airlines,0
2681,much longer united phone hour straighten star alliance upgrade,0
2682,verify wheelchair assistance requested next flight,1
2683,left dildo plane way get back united,1
2684,dont know last name karen call center terrific friendly helpful terrific representative kudos,2
2685,im cancelled flighting mileageplus card never business clearly dont care customers,0
2686,thank good service safe flight way home,2
2687,even ask dm offer help cant anything united terriblecustomerservice unitedairlines,0
2688,yes appreciated misinformation damages credibility may want someone observe newark fwiw,0
2689,guys suck,0
2690,never fails flying fc order ravioli get chicken tell fa says told people wanted chickenidiot,0
2691,second time flying houston mins waiting luggage baggage typical still waiting,0
2692,flights went great improved view airline cheers flight attendents ua deserve raise,2
2693,horrible service attitude asked information make want fly united ever platinummember,0
2694,rep hung mins hold asked supervisor im furious right,0
2695,question interview process one interview last person good bad,1
2696,thank hrs terminal dulles airport,0
2697,go bankrupt transfer assets luv would great,0
2698,landing chicago saw already airborne,1
2699,marcus helped good agent couldnt fix flight listed website unavailableto book false advertising much,0
2700,may hit new status year ive flown several times year tried book yall every time,2
2701,unsmiling rep told us hotel shuttle comes like every minutes breezy min late flightr taking cab going reimburse,0
2702,someone misses connecting flight airline last flight day fix,0
2703,yes needed plenty assistance received none,0
2704,tonight got hotel hrs traveling still reaching destination disappointed thanks,0
2705,thank reply emailed customer care department experience,0
2706,file claim agents wont let speak supervisor claim number expired wont find bag,0
2707,done something make ill tweet,1
2708,one interview last person mean,0
2709,flown times last days flights delayed huge mistake part dont fly united,0
2710,received notification inflight wifi ua flysfo sydneyairport amazing,2
2711,yes taking two days get bag delivered missed full day skiing,0
2712,give recognition deserves,2
2713,shes type person make customers day fly times year amp shes one top flight attendants ive,2
2714,made remove pound checked bag otherwise would charge loyal flier years time change,0
2715,sitting plane unreal day nightmare end,0
2716,suck southwestair youre best,2
2717,let us gate ua,0
2718,amp top free tv intl leg im sitting tarmac houston min past departure w another hr plus go,0
2719,dtv doesnt work pilots late flight wont let yr old fly next paid upgrade unitedsucks,0
2720,loyalty team basically flipped via phone thanks maybe google loyalty get back lol,0
2721,united job dont give safety spin plane broke original flight unitedsucks,0
2722,thank,2
2723,mean beyond opaque maintenance issues yes would basic customer service ewr staff cant manage,0
2724,dear ted dont care mileage plus card pay lot bye bye united,0
2725,terminal gate b flt take terminal gate swiss air lx,1
2726,united sad dont think important resolve client facing team behaves disgraceful,0
2727,help girlfriend amy lloyd going miss flt zurich bc fault needs golf cart meet ord,0
2728,epicfail former gate agent pia walked away quit luckily responsible pia agent saved day,0
2729,problem told aircraft way,0
2730,thx sitting plane hrs refuel cant even make stuff,0
2731,know use twitter bro terminal looks like bosnia heres another pic,0
2732,far worst airline plane delays round trip flight possible,0
2733,took care rent car drive hours retrieve belongings due united errors,0
2734,ill probably miss next connection,0
2735,chance youll ever cpus jfklax like americanair,1
2736,may think im joking blowing proportion last united flights delayed significantly late flight,0
2737,case delayed due mechanical issues update departure time cancelled flight goddamn flight go delta,0
2738,days planes mechanical issues hrs late flight sitting plane insane,0
2739,didnt get message ill resend numbers,0
2740,yes filled form last year dont case number handy guess im cut historical society afterall,1
2741,idiot designed seats armrest tv remote amp resting elbows dont mix seatmate keeps changing channels amp blasting volume,0
2742,bump group wont forced check bag wait minutes lga,0
2743,listen learn amp remove pqd requirement insulting ha,0
2744,thank reply fill form submit requested good know youre paying attention,2
2745,gate agent alavera amazing,2
2746,need youto better airline lol,0
2747,agents forced check carry bag received bag found crew stolen u lost business,0
2748,wins top marks customer service via twitter turned poor experience positive many thanks effort,2
2749,reallyyou charge check bag put different flightstill dont bag,0
2750,havent released travel advisory iad tomorrow,0
2751,cross country flight sfogtbos wifi even soda quality inflight entertainment sad,0
2752,really getting horrible much tucking kids tonight delta transfers milesstatus right,0
2753,interview long take hear back,1
2754,think problem resolution decided end especially youd like continue flying airline,0
2755,roundtrip london delta think fyi thats another k lost moneynotspentonunited unfriendlyskies,0
2756,already flight booking problems next weeks trip americanair thanks making choice easy disunited unfriendlyskies servicefail,0
2757,flight experiences r often frustrating day ua chi wpg flight attendant april amazing shes best,2
2758,also group total bs,0
2759,dont ask patient without offering something return,0
2760,like clockwork friday afternoon flights las den running late flight seem happen consistently keepit,0
2761,americanair southwestair delta jetblue getting business unfriendlyskies unbelievable,0
2762,free booze bach party would make better ordgtmsy delayed enjoy either way thanks,2
2763,name boarding pass think might really need ideas,1
2764,sitting seat flight back vegas chicago someone left folder looks important seat pocket,1
2765,incompetentrude service today missed connecting flight customer service desk terrible really upset w untd,0
2766,terrible experience ua th st exit row economy zero legroom row booked return cant change,0
2767,hours late flightr ive transit total twelve hoursplease change plane flight ridiculous sfo,0
2768,good man isnt fault plane maintenance issues,2
2769,delay flight ua painful sure hope doesnt cause luggage miss ua flight new delhi,0
2770,yes unbelievable free fare lock,0
2771,battierccipuppy puppy cute look forward board thanks high five ey,2
2772,worst airline beware maintain plain runway past hours,0
2773,free like airlines anymore,0
2774,existing reservation fine talking longer cmhord option gets late flight,0
2775,please tell im going make connecting flight ohare stl southbendinwhere,1
2776,lindsay darn terrible memory part know headed back iad pit tonight,1
2777,know im sure hear time dont like new seats im small guy feel new planes tight,0
2778,hrs ord another tarmac refuse move earlier flight make iflyalot bs,0
2779,ok thanks clarification,1
2780,coming back iflyoakland huge east bay customer base due sfo miss,2
2781,also doesnt help im frequent flier united premiere gold apparently means nothing,0
2782,delayed another hour,0
2783,million mile flier im embarrassed ask long ago launched,1
2784,cant beat storm town wait issue policy late flight nws issued storm warning already,0
2785,skywest miss one probably aspen events fail,0
2786,dont need apologies need bag took minutes landing get unacceptable,0
2787,add wifi entertainment old seats ill come back,0
2788,fly sfo honululu gets pushed back hours looks like delays beg plz sort soon,0
2789,thanks catch conection,2
2790,super lame charge tv international flight us isnt,0
2791,volunteers give seats people sit minutes plane waiting add people letsgo,0
2792,going transfer car airport couldnt get,0
2793,next time volunteer let gate check bag space since obviously cant deliver timely manner,0
2794,im sorry cold chicago dont see means takes minutes priority bag show carousel,0
2795,long take customer feedback respond complaint,1
2796,making miss big snow montana cool,0
2797,might airline offering waiverskeep good fight,0
2798,frontier,1
2799,thank help appreciated,2
2800,fyi went similar flight last week,1
2801,know check complaint ticket said dinner booked changed refreshments wheres refund,0
2802,bag mia since wednesday still word well ever see lostluggage frustrated,0
2803,assume benefits apply reservation way partner diff res use combine res,1
2804,us air,1
2805,cant american airlines suppose,0
2806,love report horrible flight team lets make worseas get seatout snacks,0
2807,uhuhgroup trying get nashville iad today instead tomorrowwhy preemptive though,1
2808,thanks moving dad moms flight helped make birthday start friendlyfriday awesomeness paws,2
2809,need get together flights cancelled flightled stranded car baggage lost never get right,0
2810,blood services make appt today,1
2811,worth saying litter singapore get caned rules says united,0
2812,waiving change fees snow storm coming tomorrow iad winter storm warning tomorrow already whats,1
2813,yes ill sending email customer service today,1
2814,im fully aware rules harsh toward client especially since youre going resell seat,0
2815,wont check carry watched handler throw bag miss conveyer belt sat min,0
2816,waste time airline get automated message disappointing always,0
2817,means within one week filed compensation complaints website,0
2818,sure however ticket included one checked bag therefore charge extra completely unanticipated,0
2819,dgoodspeed follow maintenance team thanks tweet kp thank united cares,2
2820,terribly disappointed confirmed reservation delayed cust service staff helpful finding alternate solution,0
2821,checkin luggage employee told include wheels dimensions,1
2822,dmangenvisualclubconceptscom,1
2823,ticket refunded purchased brother flycould used refunded credit fly respond,1
2824,besides fact one week ago delayed hours impressed,0
2825,one checked bag checked edinburgh however charged randomly dc newark,0
2826,purchase ticket entitled check bag however charged extra dollars domestic transport,0
2827,thank u hr delay boarding us onto plane reeks vomit flight attendant indicated wasnt cleaned properly,0
2828,never grossed life disappointmentyet againflying,0
2829,need add service dog itinerary tomorrow,1
2830,thanks delaying flight hour boarding us onto flight reeks vomit wasnt cleaned properly,0
2831,landed might want check flight plane houston sound takeoff amp landing,0
2832,cant even look right ill call im mad,0
2833,dm ed u request num,1
2834,requested online refund option denied saying ticket used hope understand problem approach,0
2835,nope still sitting gate,0
2836,bagage take cabin dont need checkincorrect,1
2837,exactly,1
2838,passengers waited inside flight runway returned back gate count valid journey,0
2839,yes partly used delewr used return flight cancelled flightled due technical glitch operations,0
2840,thank appreciate response,2
2841,old school ride home lax houston flyingretro,1
2842,appreciate looking compensate anything troubles still havent taken flight,0
2843,mine gjqxj husband acw cant dm reason,1
2844,thank thank thank contacting thank offer travel certificate unitedairlines,2
2845,another terrible experience united discrimination delays help customer service united notimpressed,0
2846,hi flying iad tomorrow evening expect delays cancelled flightlations snow storm,1
2847,business decision made inconveniences possibly causes lost customers good business decision cranky,0
2848,sent dm thanks incredibly happy fast response got via twitter via customer care thank,2
2849,please provide update ua flight stranded united information crew plane,0
2850,thanks reminding much easier fly southwest get agents sfo,0
2851,perfect works thank,2
2852,thats still one day visa expiring june booked flight day,0
2853,followback dm plz,1
2854,miaewr excellent crew ewriad crew load bags waiting w door open freezing mins past departure,0
2855,customer service crap,0
2856,thanks ground crews surprised flights arrive beingsuckontarmacsucks,0
2857,mechanical issue looks like got fixed thanks concern,2
2858,ua sitting tarmac ord visibly gates open reassign gate,0
2859,thanks,2
2860,usually issue express sfo positive note mainline ps enjoyable,0
2861,sato rebooked upset travel office fix couldnt,0
2862,kind unnerving watch guy deicing plane text phone whole time,0
2863,refreshes browser right checkouterror load message ticket price increased matter sec dounotwantmybusiness,0
2864,jedediahbila united voted every year one worst airlines enjoy title give jedediah free passes,0
2865,think board back plane whatstheholdup chitocle,0
2866,plane thanks maybe dont let many people check teeming morons,2
2867,thanksseat made year old broken tv flightsyearmy last airline,0
2868,ua needs deicing stat weve waited turn,1
2869,yes ive boarded way many times amp never show pass tarmac multiple times path railed way,1
2870,bobwesson fair enough united everybody best although slight delay turning cancelled flightlation,0
2871,still waiting bag never got delivered yesterday cant reach real person help sending dm ref number,0
2872,worst flight experience ive ever never ever fly airline,0
2873,go thru details flight want w recording repeat real person gets line,0
2874,looks like came thanks help,2
2875,anything yet jj,1
2876,would person take hours hours wait time tell lie,0
2877,hey dm working ua,0
2878,refund team far customer care courtesy need training work ethics like sir u r lying help,0
2879,splitting flights quadruples price,0
2880,contd told asking refund used ticket flight got cancelled flightled ticket used,0
2881,several trials several hours waiting phone contact customer care get refund get cold shoulder,0
2882,booked paid flight get denver specific time meeting failed wasnt caused weather,0
2883,since get good transcontinental flights h pleasurerelief,2
2884,dont understand isnt flight paid premium getting cancelled flighted best next available flight,0
2885,flight awful one lavatory functioning people lining bumping etc cant use st class bathroom ridiculous,0
2886,current board food menus available anywhere online,1
2887,airlines changing mileageplus program winners losers,1
2888,actually arent still parked,0
2889,put sun carry rt united antkneee right would heat wave enjoy warmth bring home jj,1
2890,thanks,2
2891,thanks prompt response another hour enjoy vacation perhaps bug app still shows,2
2892,apply one travel certificate per itinerary even multiple flights,0
2893,appreciate sentiment able get groundstill missed connection,2
2894,log view reservations try view specific reservation amp takes back login page,0
2895,goes round amp round going weeks,1
2896,united prompt assistance,2
2897,times flight delayed miss next flight time youve lost baggage clean clothes flight thx,0
2898,looked email chain one,1
2899,hell miles expire really looking forward accruing enough free flight years,0
2900,thanks timely updates,2
2901,also want naming rights first child fly home visit mother avoid winter depression,1
2902,im familiar procedure wouldnt first time unitedairlines lost one bags unhappytraveler,0
2903,get giving inaccuratemisleading info doesnt seem like great way hopethegearmakesitintact,0
2904,cleaning regional jet takes hour,0
2905,baggage check flight crew friendliest ever flight ogg lax,2
2906,thanks means minutes make international connection hkg,1
2907,jedediahbila kp traveling trying cheer ms bila,1
2908,tried charge flight tried make change phone including change fee wtf,0
2909,thank offer sorted,2
2910,workin waiting reply,1
2911,flight rolling delay hour minutes,0
2912,believe customer service last post narita tokyo sent motel rest said standby maybe days,0
2913,think best first class ever gotten denver lax wonderful,2
2914,course inflight crew great,2
2915,well played lo,2
2916,pilot ua landed plane like gently placing us pile whipped cream smoothest landing ever,2
2917,website complete joke using safari,0
2918,new seats canadaair regional jets plain suck,0
2919,im another country please cancelled flight reservation ive booked swiss air,1
2920,airlines abuse expensive video equipment overcharge privilege via robthecameraman,0
2921,found flight airfarewatchdog,1
2922,thats reply lol hoping least new plane maintained flight,0
2923,somebody say flight upgrade,0
2924,dm sent,1
2925,tripitpro accurate delayed dept times hours late flightr hear curious,0
2926,tell airline lost mine families business day age message twitter travels fast,0
2927,trying reach number last standbye gave meal voucher potential day standbye,0
2928,disappointing customer service,0
2929,boarded time deplaned minutes delay transparency cant wait give gold status aa,0
2930,stocker wife sarah stocker also called could connect customer service,0
2931,victim scam shit customer service time agent hung wtf teach staff,0
2932,flight frustration boiled dealing attendant attitude ridiculous,0
2933,nice know hours time worth free directtv everyone ever hear preventative maintenance,0
2934,may true however weeks matter still unresolved get supervisor manager help,0
2935,obviously one knows darn thing around get resolved,0
2936,going forward shouldnt flight booking problems star alliance flights united app,1
2937,notifications yet staff board say accurate departure time,0
2938,im know seats actually narrower seats feel like maybe im extra bloated,0
2939,dm sent lack customer service getting ridiculous,0
2940,delayed going home getting really tired delays,0
2941,big thanks mn kn patiently clarifying united domestic world,2
2942,uh booked ua website price change,0
2943,im rebooked getting home hours late flightr planned chances ill ever see bag unhappytraveler,0
2944,united club team amp got seat late flightr still sure last min ual cancelled flightlation costs yet overbooked folks get,0
2945,flight yyc providing free food allowed back board broken lightbulb,0
2946,looking fare returned companion flight dont understand additional fee necessary,0
2947,thank much helps ton whoever twitter acct today deserves handshake hot chocolate flight problemsolvers,2
2948,left headphones ua yhzewr long shot see worth tweet anyway,1
2949,thousand fans jedediahbila asking give utmost effort get safe flight baggage soon,1
2950,cant wait tpallini,2
2951,flight specific last two probably feet apart within sight,0
2952,love told would issue refund couldnt get us way hurricane denied,2
2953,without baggage days cant get update houston airport since monday worst service ever,0
2954,yes three different checkers along walk plane overkill,0
2955,bummer might go americanair card instead ty response though,0
2956,lrunscupcakes please dm details wed like help need assistance kp clarkhoward another airlines issues,1
2957,im sure business go else airline travel name kathryn sotelo,0
2958,please arrange someone arriving gate flight chicago either refund first class upgrade,1
2959,made check carry flight pbi newark plane luggage stow full u r costing time money amp aggravation,0
2960,way contact flight work father pass heading denver,0
2961,two flights today lets hope kit get treatment,0
2962,thnx,2
2963,please help regarding pnr azzf waitlisted flight,0
2964,emailed jim compton jeff smisek hopefully pay attention,1
2965,hope solution insurance cover issue,0
2966,customer service solution might miss show,0
2967,deserves go bankrupt delayed outbound flight info connecting flight going miss,0
2968,flt delayed maintenance thats fixed cant board flight crew didnt stay boarding area fail,0
2969,anymore finally ticketed min takeoff sure confusion fullfare gsa ticket,0
2970,miles earned explorer card count toward lifetime miles,1
2971,yes still dont know ive told might flight one confirm,0
2972,something missing checked baggage,1
2973,wind chill ithica degrees trouble losing clothes give tshirt ill burn warmth united,0
2974,aw thanks kind words totally makes extra hours sitting airport soooo much better,2
2975,frontier currently offering weather exceptions weekend united,1
2976,calling customer service delayed flights today luggage misplaced disaster across board,0
2977,crew notified passenger moved water fixed tarmac two hours,0
2978,link helpful put touch management,0
2979,u might imagine former pilot particularly touched gesture please let fo know keepingtraditionsalive,2
2980,delayed cmh ord ran gate min b connection door closed one around ignored st agent nd super rude thanksunited,0
2981,upgrd guess kit kat looks tasty going near sandwich,0
2982,worse headed laguardia delayed tray table size mouse pad overhead size pocket,0
2983,iah ewr broken entertainment system wifi despite info app,0
2984,customer service terrible,0
2985,done,1
2986,please send help asap kathrynsotelo flight chicago seat c airlines,0
2987,define appreciate doubt worst major airline usa acts much feedback,0
2988,yea refund airline ruined trip,0
2989,sent thank,2
2990,thats wonderful unfortunately doesnt help hr flight major us cities disappointed,0
2991,thanks delaying flight hour missing connecting flight terrible customer service neveragain vacation,0
2992,got rebooked aa one question though automatically refund check baggage fees flight cancelled flightled,0
2993,good k team nothing short amazing everything,0
2994,new flight window kind ticked pick aisle seats hate window seats annoyed epicfail,0
2995,good fly united businessfirst,2
2996,nope rebook houston could get amarillo pm stuck sfo four hours,0
2997,thanks made,2
2998,past,1
2999,thanks dmed hn,2
3000,money sucking airline terrible terrible customer service,0
3001,aware airbus fleet sucks id rather fly c full rubber dog shit,0
3002,issuing exception policy denver weekend,1
3003,need breakdown international surcharge flights cover please help,1
3004,fyi staff telling customers try carriers,0
3005,couldnt possibly messed trip anymore thanks terrible airline disappointed,0
3006,wifi ua sf chicago thats ps tech intro video joke epicfail,0
3007,flight thx,1
3008,based suggestions passengers rental car standby one way another leaving,1
3009,thanks reply box mine im missing one added bag,0
3010,wifi flight ua sf ord really wow,0
3011,gives belfast hug new unmissable bushug format impact busads thinkbus belfastairport,1
3012,worst,0
3013,haha clean plane held overnight hangar sounds lovely also dont lie screensand say weather,0
3014,charge delay united still waiting,0
3015,adamkarren zj save checked snowboard trying check morning website wants premgold,1
3016,traveling fra thru iad mco tomorrow concerned abt iad weather cant change advisory issued advice,1
3017,made feel guilty economy plus didnt pay extra leg room,0
3018,flight cancelled flightled new flight hopefully,0
