,text,sentiment
2783,lol leave,1
2784,aww okwe ended getting later expected didnt goi would called able c u n austin,1
2785,well make feel better staying even later watch daily show lay guilt,1
2786,problem sis respect due,2
2787,sure entire blogroll terribly updated could motivate update redo,2
2788,anstee hope expo would amazing im trying hard make perfection,2
2789,im really nervous giving speech wedding tomorrow,0
2790,nm dang got ta bounce like minutes im chilling usual,2
2791,ooopps slept really best get get shizzle gear,1
2792,reviews thanks,2
2793,sitting wondering wishing bunch stuff never,1
2795,lousy landlord need focus kids packing cant nevermind sew sleeping bag,0
2796,going soon hoping hear late nite humor,2
2797,full food tonight dont want cake ice cream party,1
2798,sucks mama,0
2799,wish werent going venue vancouver,1
2800,absolutely incredible official favorite jonas frankie man,2
2802,didnt mind movie may im big fangirl,1
2803,im going sadly maybe next year eh,0
2804,surgery effin hurts,0
2805,please id love egg bacon ranch bed giving birth times years,2
2806,bored need people rsmv jagex doesnt let u say rsmv unless first word u say sentence sad,0
2807,kind bugs house dont know,0
2808,almost lost phone,1
2809,thank mr president,2
2810,ooo showing french skills lol things good lovely weather outside hows u,2
2811,star trek movie amazing omg everyone go see,2
2813,anotha day work lookin forward hate closin fri,0
2814,im entering two month studyexam period awesome see flip side,2
2815,best check cant really see anything,2
2816,working home office today catching everything except twitter,1
2817,lil cuz coming round today aww haha,2
2818,stomach effing hurts sadly therell gym class afternoon,0
2819,got ta go im going circus real circus britneys tour sadly,0
2820,next single hey ladyok million dollars,1
2821,goodmorning twitter bugs happy monday today marks first official day first fulltime job time get ready,2
2822,class school time work wed jade comes ima get antioch amtrak,0
2823,backbeen feeling ill extremely busy week happy mothers day mamas,1
2824,old mes dead gone,0
2825,forever right flywithmeobsessive im crying,0
2826,sounds like muffler bearings going bad,0
2827,credit left mobile sorry brit pounces back thanksss tania epic photoshoot,1
2828,day like today would wear shorts tshirt im dhq office wear,1
2829,go sleep wake december house organized baby feeling like poo today,0
2830,think make turn phones ill see,1
2831,wish company,0
2832,aaaawww would u like alcoholic beverage choice,1
2833,power cut thats went,0
2834,looks like got cloudy outside nothing tonight boo friday,0
2835,home early yeh work weekend happy much big,0
2836,going happen one day feel girl mum,0
2837,stupid idiot ran stop sing almost killed car,0
2838,didnt camera totally regretting,0
2839,awww wish could im stuck jab eyes knitting needles,1
2840,braving standby line theview bright early today hope hear book hope get rd times charm,2
2841,good luck,2
2842,im bored rc goin maintenance,0
2843,follow please,1
2844,youtube working,1
2845,howdyyy,1
2846,apple expected launch new iphone summer hi name judy addicted apple products,2
2847,definitely although caveat normally read non fictionbut recent years read novels,1
2848,going security already miss baby,0
2849,dont ship october,1
2850,clambering crashed cars hilarious fun,2
2851,yep jimmy buffett ftw jimmy needs tweet words wisdom every morning,1
2852,maaategrooovin chain uploading videos youtube wwwyoutubecomsluzzaa go watch,1
2853,immigrant hid passport pants genius,2
2854,lol good know time la h time difference good morning ya,2
2855,nursing scratches bumps festivus mud wrestling swear theres still dirt hair good time,0
2856,lol awww lol cant lol cauz work make one tell love oxoxoteambreezy,2
2857,said,1
2858,cant believe fast week gone,1
2859,soooo happy back,2
2860,listening obama one ear listening music,1
2861,finally someone spreading hayley love via twitter welcome club taylor,1
2862,man months get see drunk tweets,1
2863,u little prob ur twitter happen old pep resteraunt mayb help u fix,2
2864,missing loverboy much,0
2865,pop culture beautiful also cant pull weeds wrong promise practice yard nervous,2
2866,wishing moms happy mothers day,2
2867,cried eyes watching girl last period hahah,0
2868,great party alenka happy birthday chicky,2
2869,time really need shut im going sleep head aches badly really cant take,0
2870,sun shinning im,1
2871,lol see,2
2872,heh coincidence im barnsley fan howd track,2
2873,youtubes tubes appear clogging somewhat today connection errors plenty,0
2874,sorry guys wavves show canceled missed flight,0
2875,young oneslook foundbreakfast,1
2876,got heart ripped love guys,2
2877,going bffs haha thats like hourssss sooooocalllll actually darn hw,0
2878,unfortunately know would like avoiding,1
2879,aww cant wait till u get sydney missed tickets tho,1
2880,thanks song youre awesome sing along day,2
2881,lavish told diamond follow u aitn share starburst,1
2882,jus excited c ur name,2
2883,difficult situation force us think marrying lovable girl,1
2884,apparently,1
2885,wishes call blah used easy move wtf happened,0
2886,good morning tweetie world great day everyone,2
2887,one times im going selfawareness ask one principle mourners wake theyre,1
2888,philly hasnt played yet something please,2
2889,yeah goes wrong worst feeling ever,0
2890,got wheres sun,1
2891,x sorry,0
2892,yeah getting shows interesting process key following least thats ive learned far,2
2893,luca lol im glad see im one,2
2894,sad everyone leaving,0
2895,hey hey hey b,1
2896,well good thing march wasnt long didnt like itcuz deleted ugh,1
2897,waitin tell whats plan,1
2898,taylor back nashville nowor la well trip ya fun love ya girly,2
2899,oh snap kinda nuts right ive told least thanks babes,2
2900,love cobra starship thanks suggestion,2
2901,awwww wat gon na buy something pretty nvm,1
2902,said hi double take left let look around first,0
2903,tweeting guilt trip didnt stop huh felt bad,0
2904,boyfriend broke wrist might need surgery im nervous,0
2905,agree keep star trek make commercially viable cmon,2
2906,cats enjoy sunbeams open windows think counts,2
2907,signing moms day tomorrow,1
2908,great weekend one hanging nick brendon church morning cant believe loretta mothers day raffle,2
2909,one told mutual admiration society meeting morning lol hi boys,0
2910,true part neighbours brought watching showi wan na,1
2911,run someone know weekend,1
2912,watching takes two classic lol,2
2913,listening new jonas brothers song,1
2914,sexxxy tiiiiiimmmmmmeeewhatever means,1
2915,im staying watch,1
2916,im still full buffet palms stomach actually hurts ugh gluttony bites,0
2917,feeling really sick,0
2918,pics ah ill probably see work point hopefully b grows much,2
2919,years moved ibm compatible would love desk call techie,2
2920,play vanessa hudgens new songs plz vfactory,1
2921,minutes boarding hours home window seat,0
2922,happy star wars day may th via nige goth,2
2923,entered house searching mode yesterday need find apartment dsseldorf end august one temporary,1
2924,im lil sad looks like nomore brooklyn wtf,0
2925,much tellonly blip immune system hasnt recoverednot yet newborns give months thats nothing,0
2926,ah knowing microsoft could probby would want charge way much extra,0
2927,going see ill uncle saturday spend night house even bad news come,0
2928,soooo jelous right,0
2929,work movie theatre toledo id let come see free,1
2930,prob wont happen,1
2931,hope youre calling shitshow mean good way fun,1
2933,also proof number life imaginary boyfriend named vince sad friends encourage,0
2934,laying lyndi drive way drinking tea listenin music takin pictures chillin,2
2935,sun shining im stuck work,0
2936,katieedwards cant yet back ive run texts ill ring laters xoxo,0
2937,come man give slack,1
2938,im celebrating mother also celebrating legacy woman god,2
2939,gr sunday relaxing enjoying beautiful weather good nite,2
2940,exams stressful,0
2941,itsucks everyone one want text texting,0
2942,woop rehearsing songs yep sounds even enough,2
2943,dell fx pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,0
2944,babysitting hubby cam cam,1
2945,would great thanks,2
2946,gutter trent wore shirt show,1
2947,benson woohoo well done started macarenaing,2
2948,layin bed awake txtin girl vegas wishin didnt work w,0
2949,im gladsad memy iphone badoptus,1
2950,havent seen videos last days hope everything ok,1
2951,chillaxing hyde park,2
2952,extacy lol know eric wont delete people dont really know never talk bands,1
2953,im going watch,1
2954,work missing miami fam carolina,0
2955,sitting next magicmoment,1
2956,teenagers need encouragement,1
2957,sickand swine flu atleast hope,0
2958,whoo hoo chuck although gloomy today much better day,2
2959,sitting waiting dough rise theres something calms maybe knowledge ill cinnamon rolls soon,2
2960,early washed waxed car im sure neighbours think im mad wash nearly every week,1
2961,want comment dont understand youre saying,0
2962,oh time eat make conversation domestic partner,1
2963,made many new friends twitter around usa another bike across usa trip would amazing see people,2
2964,please everyone vote become next maxim coors caddy girlonly takes minutes,1
2965,jet blue okay guess cancel flights dont lot backup planes first class,0
2966,btw happy moms day hannah mom hans mom yey moms unite day,2
2967,chabibi long running joke dont give flying anyone follows,1
2968,finally black disney princess,2
2969,like saddest person jtv right,0
2970,awwwwww wish safe shes gone n hugs u must hard say goodbye,0
2971,easier way phone twittpic pc later morning p diddy pic,1
2972,someone would give speech loved ones hospital stupid comm class,0
2973,diiinner sooo cold right,1
2974,end sing sing play music,1
2975,good morning twitters soooo tiredi really need stay twitterlol taking lifelol,1
2976,wish could feel pain ok least like brazil,2
2977,hoping didnt fail english would sad,2
2978,miss dooooooodddddiiiieeee,0
2979,attach mammals mammary glands produce milk may formula,1
2980,warhammer k space marines officially announced ps luck pc gamers,0
2981,ah almost missed snl thanks twitterfriends,1
2982,im sick fell last night outside coz putting something bin,0
2983,thats go series season days elite team dallas epl derby day tomorrow tell miss,1
2984,singing girl talented yeah good complain,2
2985,kid got second chance shudnt mowgli didnt gutted,0
2986,sounds like challenge see would useful able explicitly schedule threads,2
2987,yes dont forget koala pics im pubquizzing tonight e youre back time sinon mardi,1
2988,thanks follow wish yall best,2
2989,thank soooo much bella,2
2990,good mornin everyone beautiful sunday beautiful moms breakfast lady lets move,2
2991,yum yum love quesadillasand wallpaper matter tooo,2
2992,addict yeah like super short guess ill hold breath till sunday,1
2993,want play audition anna mhcsmooch,1
2994,showered icecold water sweating means one thing im sick,0
2995,hmmmstrained back hope better tomorrow morning,1
2996,got back er cut trying cook nice lunch stiches right index finger talk ouchie,0
2997,agh freaking going wales already packed,0
2998,spray tan fail legs feet ive scrubbing feet look better looked awful morning everywhere else ok,0
2999,rachinea oh said goodbyes hugs dad left around morning woke empty house im pretty scared,0
3000,ask ryan stopped following twitter,0
3001,god want sleep,1
3002,awhhh age doesnt matter awesome lady,2
3003,getting ready work,1
3004,haha true thankfully regular keyboard job time,2
3005,loopjazz yess ez bejn,1
3006,go vegas dont spend ur money,1
3007,came home thinking maybe something good eat apparently,0
3008,new super power camping place hr mac springleaf tower still eating fries,1
3009,cant go heart home sick even bday family health comes st,1
3010,wondering misery looks like look faces cubs fans miller park tonite sorry chicago friends tonights night,1
3011,ugh missed potus five guys blocks house blocks job,0
3012,says wants w marykay sendai right,1
3013,fun late night talk good night world,2
3014,nope would music,1
3015,prolly going jamba juice thirty minutes shop awhile hit airport see daddddd,1
3016,going see star trek,1
3017,aching rugby good game,1
3018,almost birthday,1
3019,may gray coldplay nice showerswork,2
3020,funny said wed never make look far weve come im back heahhh um yeah school,2
3021,aww feel bad cause dunno nicole city looking shes probably worried srry hun,0
3022,toooooo thank u,2
3023,want soldiers come home dont hear anymore killed,2
3024,good weekend,2
3025,meeting friend tonight going discuss human trafficking issues daly chaplaintherapist interesting guy,2
3026,hmmm offer tesco well dont think wee one next stock,1
3027,hes definitely fav host ever cant wait watch rest tomorrow,2
3028,wan na something tonight doesnt look promising,0
3029,guess go back scrape oven blerg,1
3030,happy star wars day everyone,2
3031,friday wooo nothing nuggets better pull tonight,1
3032,pj dayydoesnt happen veryy often,1
3033,youre welcome im going repost several times get message maybe help another dog,2
3034,sad im malta heard,0
3036,enjoywish nice day springfield todayhowever end month expense report,2
3037,oh im sorry least youll still able buy regular tickets worry limits,0
3038,haha good slightly geeky funny x,2
3039,license carat least,1
3040,say hello marina green couldnt participate barcelona weeken,0
3041,hope something relatively minor easy heal cant stand furbabies get sick,1
3042,oh ive watched third episode jonas awesome,2
3043,wants go tonight cant get home,0
3044,love paramore welcome back,2
3045,dahsar thanxs hun,2
3046,newamerykah im alllllllllllllllllllllllllllll woke late didnt get breakfast wakenbake,1
3047,fun read thanks brits make things interesting funny whittled saints days four,2
3048,forgot fans haha,1
3049,know unfortunately im one fifteen bazillions americans without health insurance awesome,1
3050,got finished cleaning putting moms presents happy mothers day im going sleeeeep,2
3051,getting play golf kickin leadership teami feeling r gon na kick golf course,0
3052,wow christian lacroix bankrupt sad,0
3053,ia much havent really happy cooks choices singles,0
3054,good km visible shot td one shows total decoupling low mid level centersthis system dead waiting next one,0
3055,goingg school today,1
3056,cleaned followers list blocked girls look like spammer,1
3057,watching rd episode jonas,1
3058,jogged forest nina heavy wind reminded need set turbines free electricity,1
3059,awww ive lost follower fail,0
3060,sad friends everyday long time,0
3061,horse town blown car speakers,1
3062,watching chicago honeyyyy im miss hey arnold wild thornberrys,0
3063,pool still closed cloudy cook tonight,1
3064,u ever answer ur fans wish u would question ive wanting ask u months,1
3065,b shows sold wait til tomorrow sunday,1
3066,soooo sunburnt mum earlier wait get fell asleep trampoline hours sun u,0
3067,matter jealous,0
3068,still working frustrating,0
3069,ok day jo bit bruised,0
3070,thanks finish schoolwork today rehearsal tonight though ru,2
3071,isnt going movies got grounded,0
3072,erocka ruler called see gets love whats,0
3073,miss alot im gon na talk hope,0
3074,last friday high school years,1
3075,ohh im watching best friends wedding sad,0
3076,tha bus,1
3077,truly enlightening,2
3078,thanks deserve,2
3079,bree say hi otters favorite besides fact slowly killing shell open,1
3080,honourary fluffette lovely hair whats left,2
3081,home china back work,1
3082,scrub moisturize doesnt even sounds like showering maybe u inclined follow en rephael,1
3083,yeah haha,1
3084,michael cera new movie,1
3085,school time cuz im sick,0
3086,omg really ran wall,1
3087,got show early jacksons chillen lil shorty,1
3088,know shortage shells crabs use beach due beach combers sad,0
3089,sucks matter im gon na freakin late work,0
3090,go dang wedding madison,1
3091,ha thought would enjoy family guy reference im bored,0
3092,abit happier thought ashleigh loocie soonish sad miss sane,1
3093,feel like im going toss cookies,1
3094,hope fab time saw twitpics love wore dress great pic,2
3095,shakalohana week two flat wavez surfin,0
3096,cool guide best tip use unless absolutely needed,2
3097,best friend comingexcited,2
3098,yep mood,1
3099,im sooooo bored right,0
3100,sisi dont think nite sadly im alot pain day bad nitecan go anotha week soon,0
3101,twitter driving nutswont let download profile pic guess ill keep trying,0
3102,reaons worth drunk reason depressed revision nothing happened reasons worth itmatt dunno,0
3103,twitter slowing today,0
3104,say hi tom please please,1
3105,thought might interested see whos viewing photos,2
3106,sitting sabbeth first period buhahaha cool sabbeth lmao,2
3107,chicago rocks socks,2
3108,said aj made sensehahaha talking loved picture colin,2
3109,listening hey zulu red n meth sux work right,1
3110,dishes im train newcastle leave nontweetinggirlfriend behind weeks always bit sad,0
3111,careless vocals,0
3112,really really cant sleep x,1
3113,panera lunch byyy aww,0
3114,way sthlm maybe movie cool,1
3115,catchfire happy birthday chips sister,2
3116,whew finally got rc,2
3117,photo gone,1
3118,sounding like worst lurgy ever one wont go away ready endofrope action yet,0
3119,child digital age use twitter ask questions bring logic,1
3120,yayz todays day call see got job x ish happy even though slept horribly im kinda drained,1
3121,tried talkingvoice died end sentence annpyimg thing id feel fine another day playing hits,2
3122,lol yeah guess point,1
3124,better lighting would enhanced photo nice angle though,2
3125,may th happy star wars day,2
3126,lol see king,1
3127,oh see daily life shots itll interesting well,2
3128,woo great subject month use sparklers,2
3129,marley wont watch french open unless hd latest political ad,1
3130,gear dont use anymore want throw away,1
3131,happy weekendlove knocked yall,1
3132,shantz heyy shantell twitter cool thats guess followed britney spears followed back,2
3133,aw sorry ur day sucked u see post abt car issues lol think safe say get better tho beerthirty,1
3134,dont worry hate nobody comments pics,0
3135,oh begun long,1
3136,thats last night,1
3137,ill give first hug,2
3138,freaking bored bus hate poor return min train return hour long busipod battery,0
3139,nessiah yeah fifteen minutes,1
3140,dont like term partner comes relationships business like thats ugly word day,0
3141,top words ive tweeted hug good people fun twitter thats really quite nice,2
3142,least large vocabulary benefit writer hope youre well sister,2
3143,want play,1
3144,thanks youre first one wish happy mothers day,2
3145,im ho didnt go tigerheat tonite,1
3146,lol liked log ride reference think think ride wet get,2
3147,tired hell bed time cara nighty night twitter world,0
3148,duty students union punters us members public,1
3149,dunno im gon na love skinny jeans,2
3150,avenue love website wish lived closer sample cupcakey treats,2
3151,always get really excited steal kisses ben harper comes ipodgreat songlove beatboxing beginning,2
3152,may th,2
3153,stack mady u go truck u run away,1
3154,yep go christmas treats,1
3155,john sure arent mtb,1
3156,angels even though im probably third angels demons,1
3157,camee back bowling offiacial suck,0
3158,ugh plane delayed due weather stuck another hour kill,0
3159,im going try get sleep got work mostly day im training bakery also glammyyy crocker deck lmao text call,1
3160,views flickr account maybe much im happy yay,2
3161,watching ripleys believe eatingbad choice,0
3162,watched white house dinner speech barack hes many kinds awesome,2
3163,totally confused bored life must change,0
3164,thats problem dns isnt working utorrent destroytwitter working everything else,0
3165,watching kings men pretty good far,2
3166,always miss wont able commence foolishness til fall come fall ill visiting yay,0
3167,dee yeah bought making crispy waffles,1
3168,lol drumming,1
3169,interested watching snl ciara justin timberfake,2
3170,ok woke need get ready day getting twitterena submitted,1
3171,starting internship today pretty excited,2
3172,tempted buy mac acweven though dont need anythingbut want try dazzleglasses,1
3173,night night twitter world still cant believe thomas thing tomorrows gunna funsad,1
3174,eating bbq jalapeno torta subway los chaparros right next door,1
3175,need memorize julius caesar lines,2
3176,music always noone else understands agree important single song change whole day,2
3177,got twitted link fail,0
3178,bored lonely work,0
3179,im afraid im def product nri karan johar generation ive watching lot classics semester,0
3180,got home big shop totally munched starving im weigh morning oops,1
3181,audiotistic sneak little butt,1
3182,lol tweets always fun follow never dull moment kulps,2
3184,hall aint answer call thought homies,0
3185,tired pissing rain miss summer,0
3186,like turtles,1
3187,photo got prints days ago ready norskart exhibition,1
3188,hey thank much followfriday failed miserably get list together week,1
3189,thanks much everyone came speakeasy last night hit wonderful see fun june awesome,2
3190,also dense treatment cps continuation based interpreter design sicp good,2
3191,nervous going tomorrow cos first time since daughter born shes help,0
3192,starting pack stuff,1
3193,omg hurt much,0
3194,spiderwoman shes amazing mum gr blogger gr mentor top climbs walls via,2
3195,wedding anniversary meal yest first proper meal wife since rohan born well checked phone times,0
3196,wish could come swindon hours awayits dream meet xoxo,2
3197,relay oh well,0
3198,jolly good last night,1
3199,possible phobia phobias afraid look list,0
3200,needs snuggle time get work day first boo,1
3201,saw dead bird way workwhat kind day start poor little bird,0
3202,well slacking earned c least everything else bs next school year bs esh,2
3203,aww im sorry glad mommy took care erin fun theres bug colorado,1
3204,hello twittttty world,1
3205,way wildomar ca towing lexus,1
3206,ytony hey,1
3207,goodnight peoples,2
3208,cool thats good back trains,2
3209,poor babys got first booboo caused lol,0
3210,said anyone could write onethose special selected course chosen outstanding,2
3211,presentations available online meeting poster discussants going fast cant write fast enough,0
3212,like simpsons thats like asking like breathing,1
3213,getting ready start work week tgif monday,0
3214,lol wen mum used take kid wud always eat bread instead haha,1
3215,happy mothers day moms around hope wonderful day,2
3216,supernatural demon sam need numb pain,1
3217,prob skittles always gon na yalls backs true sweeties dont play lol yea got heated sry,0
3218,lonely battle friend fought valiantly,2
3219,hopes see bestie today,2
3220,haha ill let know show hope romania show mtvsunday morning exam,1
3221,good morning tweeter world,1
3222,sadly theyre colleagues work party,0
3223,summer one textedcalled im loner,0
3224,eeeeeeeeeeeeee jealous sia didnt get seee,0
3225,thats never speaks college think might stick unzelaif hashim dosnt shoot,0
3226,im tired sick time,0
3227,bank holiday bliss jeremy kyle without even bothering sky,2
3228,xd send,1
3229,adventure time,1
3230,sore throat thats suck,0
3231,ff tweet,1
3232,haha exciting wat look like,2
3233,whole body back pain treatment detox starts monday looking forward summer hot yoga healthy food,1
3234,like rest us miserable bank holidaythen lol,0
3235,know anyone believers never die tour going warped know cant wait haha,1
3236,back interesting emails,2
3237,eating funnel cake mag fest,1
3238,la said wipe slate clean jelly,1
3239,first day new job yeah,2
3240,going panahra dinner miss guys,0
3242,oh thats bringing back fond memories want cant leave kittens sent another pic balloon,1
3243,thanks concern checking much appreciated,2
3244,happy mothers day mothers one called something along lines,2
3245,dog pic rolf one snow stuck looks could kill look way funny,2
3246,oh happy late birthday txt didnt send,1
3247,lmao shush illness comes joys multiple mouth ulcers think coming back healed,0
3248,back uminaa,1
3249,math left day dmv,1
3250,stood hours heels looks b able look tall people,1
3251,write back,1
3252,son got sure love morning time know get,2
3253,welcome since seems youre interested cheese hardly suggest follow,2
3254,cheers lifts coffee cup mondays,2
3255,pop idk reply ur tweet phone lol yeah bday days soooo excited,2
3256,girl u sit ya double decker neck talk ppl ur level,1
3257,mcflyandjb okay x,1
3258,havent twittered forever yeah sixteenth birthday party tonight,1
3259,yikes hope okay never heard say tummy hurt,1
3261,great meet thanks use umbrellai hope ate got sleep,2
3262,good morning peoplee looks like going nice day today better last week raining,2
3263,inthemaking aw,1
3264,omg never got message didnt notice looking back ways sorry good idea thoughlol,1
3265,jarita im going home im two hot guys drool,1
3266,watching hostage also got idea animation im making hope ready post link fifth june,2
3267,missed bly bus,0
3268,took ring,1
3269,would lot easier get plane tickets az didnt raise price,2
3270,morning ashleighhh x,1
3271,dedicated song vw sold,1
3272,fan,0
3273,new baby well attempting painting weekend,2
3275,hope yall enjoy musicboat cruise tough job haha,1
3276,lol freakinggg worse lookse shirt shorts sandals looks like gon na rain outside boo yahoo wearther,0
3277,oh wow thanks wayne,2
3278,omgdid see tweet miss bonnie amazingmy phone died yesterdayand oster alltel miss,1
3280,tgif much work weekend,1
3281,driving homeim tiredhad bad day,0
3282,today marking,1
3283,triste,0
3284,screw phone broken dont bother texting,0
3285,visiting family hospital fun,0
3286,dinner movie hubby,1
3287,yet start paper due tonight motivation,0
3288,thanks greedy looking full fledged widget la twitter like share within nv much expect,2
3289,excited booked tickets vegas live uk cant believe price show tickets,1
3290,lol things u got ta sometimes man smh lol,1
3291,tracky daks one good things weather getting colder porridge,2
3292,less hrs graduation going tonight celebrate,1
3293,legend inotia,1
3294,thats half solution doesnt address intrusion linksharing process thanks,2
3295,need burp im nauseas,0
3296,good mood,0
3297,take medicine,1
3298,joes version pretty sleeper shouldnt played,1
3299,im going bed weird st time long time didnt call say goodnight ima lil curious,1
3300,lost voice,0
3301,work sick im ok mall,0
3302,wan na go see cab really bad,0
3303,really ur brave lady walkin around lions book suggestions,2
3304,unfortunately,0
3305,got xbox back really sore knee cant walk,0
3306,dont think time leacing,1
3307,going recording needle stings heart youtube something missed stream,0
3308,lucky weve rain city today enjoy,2
3309,bored nothing,0
3310,song slap face,0
3311,naw doesnt match lol shenanigans discuss thing,0
3312,took bracket time bed,1
3313,come us win ms twitter worldis working,1
3314,sucks old actually,0
3315,get fightstar mercury summer musicmonday freemusic,1
3316,well phone today waiting till june th get better deal sooooo good,2
3317,home beach feet burned proud sunscreen,2
3318,love creditcardsized memory sticks microsoft keeps sending,2
3319,missing hobotramp way life cooking mother saturday night mama luv u,0
3320,watching miley cyrus youtube,1
3321,eat eat gon na last meal next weeks,1
3322,ach im back tinternet go drive mate somewhere wout internet,1
3323,working product buzz product reviews blog pain back neck,0
3324,say goodnight good morning,1
3325,heading gym group guys used go quitwell except brandon makes terribly sad,0
3326,also,1
3327,lord cant get along,0
3328,happy mothers day tweeting mothers,2
3329,ld come u could australia far away,0
3330,yessssss wore weekend planting garden working,1
3331,eh ive better im excited see ryan hurley tomorrow,2
3332,toni im one days today also,1
3333,fan layout change hyperlinks dont like indentation well im clicking link shows,0
3334,love little brothers friends come,2
3335,h ur coming im bed hows ur day x,1
3336,sleep wake soooo early,1
3337,yeah dnt go dif apps phone sad reason lol,1
3338,nice photoshop effects,2
3339,auto shop getting suv fix ugh,1
3340,family bird word family guy,1
3341,haha well friends party realized forgot stepmoms bday come home call,1
3342,trying got unread email messages looks like ill rest evening,1
3343,feel better today,2
3344,thanks tip unfortunately major crash site extplorer,1
3345,one final two go wish luck great effort,2
3346,happy mothers day fabulous moms world wouldnt run without us keep good work enjoy ur day,2
3347,think would die played pushit missed came last time isis toured,0
3348,love americana movies see,1
3349,offer like,1
3350,sad broke superawesome giant paper clip using italy notes,0
3351,going french anyone want pick,1
3352,goodnight loveee attend extra classes school tmrw urgh,2
3353,cool photo outside place,1
3354,realization today made sad least healing begin,0
3355,omg rat ewwwww omg cant wait tha marra ecxcited annabel cant go tho,1
3357,ahhhh cant find anything way much open,0
3358,listening metal shop mooneys good,2
3359,work booo,0
3360,enjoying view sg flyer,2
3361,computer killed combo mirrors edge really poor win thermal managementc gpu one sad game,0
3362,succesful cancertown launch yesterday,2
3363,goodmorningnight sleep well,2
3364,slovakian country side refreshing change compared tarmac cars city boy need tarmac,2
3365,entering twitter lurk mode time lock keyboard poured whiskey,1
3366,ok saw u joey thought u looked interesting like things sanctuarysunday,2
3367,youre fine trying kill bots retweets bid least popular person twitter btw,1
3368,change hairstylebut isnt good supposed n dont wealth much money hate hairdresser,0
3369,mahalo great show aloha thx makin kauai enjoyed safe trip,2
3370,see theres used organ shop let know sign ejammingcom rock,1
3371,omg mms pantry calling name ive ignoring day driving completely insane many calories,0
3372,nice r ur plans day oh n happy mothers day u happen b mother,2
3373,yeahhhhhhhhhhhhh fridayand work tomorrow,1
3374,bet great bags cant wait,2
3375,site first date macris deli closed lunching favorite local greek spot trojan horse instead,2
3376,slammed finger car dor fml ow,0
3377,gets get tommorow collect money relay life yay want get,1
3378,going home ive seriously enough,0
3379,wong,1
3380,aint invite,1
3381,hold youve got,1
3382,oh cool coming berlin,2
3383,joke long tweet,1
3384,never eat broadway pizza feelin ill,0
3385,gon na miss gurl shes honeymoon,0
3386,cant stop listening new single paranoid amazing love,2
3387,legs sun burned,0
3388,turn bird sounds like twitterena check settings home page,1
3389,wants greet moms happy mothers day,2
3390,noooo fb good meespecially love conversation,2
3391,cochran hi corey saw reply pm long night coming,1
3392,hehei bet never looked back weeks long school trip,2
3393,swimming tanning heaven blasted music tanning world,2
3394,ohhh rather bored friday night soo boring,0
3395,dlukasrossi lukas amazing wife updates locked hard convince people follow protected profiles,2
3396,eat hot link torta,1
3397,installed new modem meant run times faster old one slower hell gah slow internet kills,0
3398,im sure part youre replying lol bb starts soon,1
3399,think lucky also broke fingers school window sash broke fingers like pancakes sill,1
3400,wow hope gets better cancer gtfo,2
3401,get tonight bridesmaids moms bride rockin reception,2
3402,parking meter computed plus got jipped free minute button didnt work,0
3403,eating wich yumm dont think ive since season ended,2
3404,hes bed sick heavy fever went drs part reason im watching aladdin still havent fed,0
3405,u smell goodness around energy big city pinch butt feel real yes u chicago,1
3406,taking back horrible shoes mum made get urgggh nasty footwear problem cant find shoes,0
3407,already back shopping nice monday roast,2
3408,im going till wednesday,1
3409,ill stop bit im rush rehearsal quiet tonight,1
3410,aye want cheesecake,1
3411,asks thnx griting take care god bless,2
3412,hey rocstar,1
3413,ontd god,1
3414,none yea last weekend crazy think partied hard thats im sic,1
3415,doesnt get see fav today like planned,1
3416,im soooo loney,0
3417,hungry sub,1
3418,hoping left bb home didnt lose metro,2
3419,hell ross hugh laurie supposed tonights show,1
3420,ummmnnn ummmnnn good thanks letting know earlier ate already,2
3421,got told got good chance gettin job excited omgggg come back want,2
3422,right folks really must go babysit nephew morning another early start twilight time nare mind nightall x,1
3423,im sick stupid guys moment u make believe suck get back reality,0
3424,wish could want stay play u guys enjoy block party,2
3425,saddened husker accessno internet,0
3426,oh forgot eat grumble grumble,0
3427,may human kindness day,1
3428,kinda pissed really wanted go see drag hell christina garrit work till im go,0
3429,awwyoure softyi imagine mess tears weddingyou wont even able talk,1
3430,im jealous pouring right,0
3431,sickkkkk get house need get active whats going celina havin party hit uhpp,0
3432,myhouse girls tonight,1
3434,away cinema tweet later may th x,1
3435,finally went found songs sang church wellington online easier expected yay google fb,2
3436,ahhhh pic,1
3437,first fail cant tweet phone oh love work phone,1
3438,says new layout back default plurk themes yay pero dumugo ilong ko kakatweak sa font ha,1
3439,nj oh im joined twitter days ago,1
3440,fine like week wont load,1
3441,thanks lot youre kind got back nice drive fun car drive nice day,2
3442,ahhhlilys new kitten took giant wet stinky,0
3443,said nose,0
3444,wishes teased movie night,2
3445,year cant catch wont ny till oct,1
3446,stomach killing cant sleep,0
3448,agreed,1
3449,reeses pieces ily,2
3450,best way start day,2
3451,ate way many chocolate animal crackers,0
3452,oh tnx following cass,1
3453,dont know,0
3454,problem isnt miss cause dont,1
3455,omg taylor selena broke sooo sad aw think actually like selena poor gal,0
3456,ten update away whooo hoooo budden,2
3457,attack thanks dude,2
3458,last friday today,1
3459,taylor swift joe jonas looked really good together im kinda sad broke,1
3460,sweetie,2
